"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12"
"12",677,310,963.77753600814,11509,0.950205906510308,-459.712671205003,-1204.33378235066,-1321.40427489864,61344.0710992233,-26780.1001436616,3.17004579324322,-0.42552299855703
"13",381,322,470.141990626901,31623,0.797269113209537,-568.695657154268,163.49858706721,-695.235832496543,4824.8154768578,835.3471784791,0.300015948842906,1.27701868709606
"14",572,560,1156.12078720694,46904,0.704901003223082,-467.926508095003,-1097.23642174421,-688.217813614439,-25065.5290711213,43270.2768734204,-1.02886067324114,1.22136098823053
"15",732,943,1220.08775803314,65880,-0.812782079715071,-871.872722989027,-673.492414159357,-1100.34382320973,-50657.5820247267,-8012.49311635892,-0.607736873500925,-1.22418944729448
"16",610,423,1052.52866804455,55510,0.485964792267977,-757.61016645932,-690.819077050703,-1380.88816820167,-6173.91242778612,23079.7720623982,-0.128040816686924,0.676338148924196
"17",104,735,443.04053563732,10088,-0.232126025124732,-766.321870216141,180.021660309724,-13.12050481871,-1016.68630661937,9922.10600987087,-0.55708796363194,1.18061847508772
"18",474,188,708.125878224413,42186,-1.81837353192008,-51.2806741617367,-64.4372428932985,-338.24114115178,9204.58948842948,16740.8452325054,-0.0782689236890672,-0.0650385436158455
"19",790,713,1030.1931860366,21330,-0.517475118007346,-1370.50880626783,131.68672616867,-1221.54688946483,-47956.6653776825,104794.025047172,1.24118328609505,1.38761413448861
"20",7,235,80.9445856641019,280,-1.26357885824967,359.740202901345,-184.433601760317,-187.636770037878,-93.6804085252749,49.0962896416697,-0.00935359968106185,0.279078988018944
"21",302,354,496.154518590746,9664,-1.13337453590894,-265.904619384522,-801.778157678141,-598.244178630906,-17918.7012744878,-1389.28188831018,-0.598576783169745,0.0182866894173578
"22",496,405,564.272335193974,47616,1.39625446462847,-811.142657031705,-1157.95153897284,-1244.61438295382,10510.5437518491,24467.6263138577,1.29012964226854,-0.703511919393762
"23",93,177,238.043183780904,6324,0.251738054545806,-662.439015776249,-298.593789965233,-350.207182046354,2789.91914336542,14679.3189206366,-1.16991847913637,1.01308703643727
"24",692,387,763.935445511794,45672,0.474397858823005,-902.028794183328,-796.298400027686,6.83632031589684,-29033.7020736313,58390.9001992408,-0.259867295263937,2.21777204863518
"25",730,140,1244.25747366311,28470,-0.840716067880178,-881.431771427573,-792.108550863988,-881.657026582807,-3031.13477054652,-6578.77454506083,-0.724213811016256,-0.641647973858293
"26",650,171,1142.24989957962,30550,0.224599451987487,-270.201904433711,-896.053057308055,-892.076995457515,-12192.3966507246,8960.17221075088,1.00083424050565,0.241324694701944
"27",451,342,518.22614073453,31119,-0.916149124643079,-874.57632844702,-408.741417848358,-669.992525542201,61612.9087697656,-1487.59337682699,0.276559290021218,-0.156125527867682
"28",866,483,1352.9997134165,21650,-1.05515752109714,-616.677071910614,-1796.34293624082,-971.637080032784,-34081.3559130152,10982.4984313623,1.3434823689943,-0.264895211621619
"29",73,667,437.689052497613,6497,-0.605284988929935,-121.002108485131,-62.6133099854727,-152.644221140632,96.0387925589978,8632.60102831965,0.14992476682164,2.57879261307831
"30",907,830,1410.95054130852,60769,-0.505890477572422,-1368.03937009532,-1405.30766700231,-60.1000388248216,-29618.3202365002,88073.9412790847,2.15693088717179,-1.15315554540704
"31",263,629,368.870926611378,22618,0.126400124648078,-305.882533396852,-297.728641634305,894.579581935213,-2970.70501276775,21636.0883506636,-1.14256072941649,-0.478019767843243
"32",21,118,72.7568814412982,1071,-1.80479881388978,-830.315188957165,-629.382915805999,-259.411256441744,-241.838228483439,1068.73047035751,-0.675515490696605,0.78065214175089
"33",845,569,1498.71565285365,66755,-0.116551335556818,-621.484546167177,-286.668312681744,-801.339739222021,-22635.0903875735,73750.9995951211,-0.638200225341467,-0.266477950171766
"34",784,239,1357.13917575014,9408,1.724446770457,-1056.13690314167,-954.408361992198,-1230.38423209634,12718.1206080861,60302.6851359716,-2.42361788989816,-1.47544263972962
"35",106,12,143.307512752897,4982,0.0184835883685482,66.2882995001589,-652.666753048107,-820.820596347459,3874.95396836967,3609.4075708592,0.245157067536296,0.326337631292632
"36",691,805,978.678152245777,41460,0.608203782100883,-1173.88105414654,218.98037652034,-394.227332857303,21039.3484832335,50239.022293585,0.567106704481368,-0.0807920047279952
"37",300,228,328.518912373281,24300,0.569790761733426,134.6461637187,417.232616926851,249.51711008649,7140.95816461175,34210.3446436991,-1.72436898336721,-1.38604788045889
"38",18,789,101.820780978989,1512,-0.390956222364753,302.052497815054,1080.0101113297,53.3194470956329,834.870348494476,-915.844680994265,0.738470775528553,-1.66091087151222
"39",235,356,371.489637853604,11985,0.584952677609943,-333.872273674857,-538.849612817513,-13.8562123288239,-11679.7744974101,29320.4243963072,0.693128378704299,0.678040806151597
"40",220,902,397.989709029628,1760,-1.73532956459011,-63.3089047053509,-340.211142384778,-120.54464599329,2743.8067671833,5962.15489644038,0.387122535178526,-0.056009268843158
"41",702,57,774.093267444284,37908,2.68446429098835,-1199.36997402261,-612.405035529923,320.42493217399,1825.32272019766,-2737.26983525725,1.01559535884096,-0.517694072266364
"42",573,962,820.684542951875,21774,1.5143648246398,-580.253759613063,-236.04409137868,-486.794615427246,-5271.73636501041,32455.691971082,-1.22500101335826,-1.51208962172325
"43",72,694,89.1066644760642,1800,-1.96419129833534,-360.105624936233,-231.868303189839,326.831132667113,-748.778265880019,4064.50643661865,0.194283813151372,0.812976041312588
"44",449,264,748.244121499371,13470,-0.61661985515677,-548.89789614517,-894.578832840417,-10.7126699117787,12811.8656590726,-38.7805639197759,0.633699449052224,0.110824972088098
"45",511,92,747.982044427741,38836,-2.38583027738904,-702.540526399983,-287.42793868535,-460.391949987509,-7867.29614863563,-15458.9703863362,1.58943913088005,0.343346989340847
"46",447,26,733.820253946838,34419,1.43875146513969,-590.012097698805,-130.581648288821,169.184044623177,12727.8090473525,-7638.50116244889,1.64160680764576,1.1158918238594
"47",119,572,185.907728903561,4641,0.914259882184966,-40.9575996788312,-209.217503431951,1060.02072762689,2865.36940205067,-1375.49041958686,-0.56641473292988,0.636807618193413
"48",356,115,520.498060463857,6052,-2.81510587407193,-509.150086844411,-286.803227055094,540.063295584806,4179.89355746524,13763.2592529437,1.54561379126557,-0.457347148182583
"49",644,840,1193.75439171887,39928,-0.858716741651886,-619.650004329782,-376.710887914754,-1247.83525780859,3731.37602738273,34009.6681571986,-0.831080079043238,-2.88489259882408
"50",82,819,522.671924726425,4428,-0.438961670043452,-474.07013079327,463.964032329026,882.305587185151,8657.88127232444,-3849.67058501327,0.774259173674883,-0.989885922395824
"51",160,75,469.585602729263,3680,-0.298372204744739,-201.273748282841,535.621011963188,518.235678026991,-1990.93253818302,13565.8930741033,0.447770408193368,0.67419651246704
"52",546,489,892.64404366597,38220,-0.689123490107751,-831.812136426528,-1096.91805798943,-480.504251493424,-3637.28504181587,15454.2380623721,-0.447734606686118,-1.63440755571535
"53",180,14,392.911230886499,15300,0.815986861766287,37.7695696871095,-695.348199028713,-58.4302433486775,3929.48695775164,18635.6073800729,1.27714158145787,0.38563719294149
"54",775,141,1187.47750781991,68975,-0.0876919023501704,-860.044808961306,-651.659867413964,-1948.51729082237,-4832.88850859571,49111.0448214341,-0.177826092947166,1.26586084185511
"55",865,691,1013.7800491525,53630,-0.0962316516362408,-825.252069873769,-1369.46947110647,-764.663206006664,33491.3553975017,79294.8568268026,-0.0818219435009225,1.40446541553523
"56",836,273,1185.8886878804,66044,-0.284212830131074,-112.362541167328,-391.462178577836,-1496.95605138711,-19163.5397153941,46093.1243067381,-0.19622792714719,-0.816834383713089
"57",69,181,492.410650459726,5658,0.614403736338785,923.464393177307,-269.36232079344,82.586087706443,1370.87223510382,9135.36348093831,-0.0186211351564808,-0.505691976686365
"58",27,552,43.4791843300216,2187,0.552847110512127,177.7465749808,-679.290726023258,389.028774307492,1279.88449849589,158.702202789601,-2.03146893957835,0.256943656811776
"59",699,870,1236.07136086317,55221,0.208395496487521,-842.715730349793,-581.559842062148,-1033.31991459645,19650.6040527405,12251.8595499939,0.244734569146767,-1.30889479451648
"60",809,845,1404.92610361821,1618,-0.177499357080993,-1319.33596679379,-346.21677810376,-1444.0836710526,92300.4715248474,-10078.7342456299,-0.434155042232578,0.455123700330264
"61",814,47,1263.03134452217,5698,0.558487414773591,-429.483286495679,-303.41185119062,-1353.6452260274,-6316.14784146102,69815.9966904346,-0.750215096316496,0.821366472521129
"62",501,614,563.166061010849,49098,1.50588279024584,-147.855652673291,-676.163437010206,-16.4875051585211,-70943.070978597,5736.21704495595,-0.196108068365354,1.66980867605734
"63",796,671,869.475591044288,3980,-0.7742564880001,-401.866966588991,-885.605377364953,-1088.19515939384,969.853289088136,67426.6521423057,0.282245578822718,0.0355504642878348
"64",905,247,1463.25066538339,26245,2.01535296552314,-1284.23516733197,-913.938426806121,-791.338002137079,-2456.7108855733,56934.0623792104,-1.69451071985197,1.91569333723444
"65",621,168,1264.13310819335,31671,0.677508123701836,-725.434875214819,-1093.01412691116,-259.250543436532,-29414.3845842417,-1917.84579748253,0.85285769025378,0.416028776252896
"66",338,28,897.01240596637,15548,-0.566489532455268,-344.552605737677,-152.520525826905,-506.111633539615,5095.57125947522,25374.6583374057,-0.261761068296692,-1.13301634841194
"67",380,366,510.683767559849,32300,0.628500714235505,-706.169696393074,-96.3865756557732,-441.298239536173,15825.0867516271,7917.46166284305,0.396684013996146,-1.87573795283774
"68",837,807,1092.7333146786,18414,-1.02141644825966,-1330.09063539189,-937.314326602484,-811.785993790206,-74633.9980407446,41037.0834958639,1.55891715643598,0.543160815949395
"69",852,37,1142.14622065366,86052,-0.737697746181756,-785.246853107755,-506.25488935531,-904.474857790846,4578.2294845873,62361.3475120207,1.27861553680423,-0.136907326280667
"70",788,901,1274.87336055963,46492,-0.41888817019204,-835.942217235464,-660.944250180039,235.676657705329,66436.2593630818,-14674.7798084315,-1.66458936736608,1.0721030340164
"71",252,748,495.294879850503,7308,-0.548004263443497,-303.160721095315,-627.604145684315,-420.603470519239,-279.467119684381,15458.8113903734,1.26282462987869,0.14925390750691
"72",875,278,1295.00188095417,73500,1.22494743725624,-986.166723498121,-424.362864508873,-965.778627031256,-7195.7478512554,25468.6930192681,0.994440480572716,-2.17323885781115
"73",53,945,330.920433948649,3816,1.01777681112171,97.8991718902704,535.339923972838,-69.8846033967538,-1651.19492797857,3318.92652289249,1.64298698680497,2.20865558889801
"74",609,328,679.530000944809,10962,0.4398029097323,-601.073189033221,52.043512801006,-179.29155917937,-31943.6815447755,58439.7244523339,-0.936863357071336,-0.115069403506164
"75",762,555,1080.52543467296,60960,1.57447190395974,-676.553872207791,-991.380701515185,-1529.72887372362,16256.1558632013,-10990.7285175487,1.10914819515745,-1.95660000460779
"76",250,471,465.336975796628,500,0.813719506496651,-278.298445519042,488.197604395528,-197.62707146213,-8939.28992513843,34736.3685956981,0.373667615725338,-2.0190761064596
"77",708,891,1331.4321889009,50976,-1.5500292899022,-693.616037927728,-884.258338548711,-329.748858478176,-38571.9322492543,42185.1138006065,-2.05759712677261,0.548840903377975
"78",260,311,343.410224465233,15600,-0.882634091825132,-38.4072324209271,-383.545172396789,-297.586108036584,-1058.59395986906,29024.2941714312,-0.843006565937926,0.44355448713178
"79",673,747,1128.82217307513,35669,-1.16334783965998,-527.500568264238,-511.598412668868,-1045.18204218875,-20265.069538386,141264.978926407,1.46459689076353,-1.83024663198216
"80",960,126,1385.74986363664,51840,-0.0709567155602281,-1248.14808729787,-860.66632048296,-1329.2776839993,49102.3764562817,49911.076369344,-0.3753059283606,0.0258542137289086
"81",516,646,722.121523260892,47472,0.951931081600692,-340.355875180141,-1109.91122368029,-959.548709969244,-6315.85017383011,14964.9688041285,0.842939789296092,-0.564078697976292
"82",772,383,1177.58805755151,60988,0.151716382568788,-818.954311470052,-1372.66059570605,-1233.39467965472,55522.1943824005,81577.213583648,-0.701629212815027,-1.17416712742333
"83",472,688,545.883747827027,13216,0.234503611671865,-748.653529011781,-109.001319439676,-247.624176362068,-13030.7418053416,19324.6420590246,-1.38008952545958,0.0825907771625011
"84",426,768,631.850937773159,43026,1.48310956127569,-495.207096579187,-222.688311007367,-148.166007574811,16109.5282990073,14429.9333385706,1.38965637357109,-0.193623719220378
"85",753,439,865.609108872598,27108,-0.0663928120675959,-974.801843951929,-1042.18880282245,144.608446533353,-49137.9209676476,-8626.3883244093,0.0358963135759481,1.02771305725043
"86",966,482,1130.9559320211,29946,0.293599990926094,-1341.84765706166,-1617.97354699415,-1377.2462716111,-18252.8049643847,32300.523073287,0.00783641726383469,0.203262226325794
"87",282,242,761.56210102974,1410,0.537668026424716,-467.404975404191,175.635656556146,-549.870383992991,-24700.4477497839,2045.92757686931,2.20346929011336,1.62571994724932
"88",473,163,1070.43225268372,15136,1.46480149084292,40.9187166166165,-822.337492037704,-685.028757265226,-15546.7047970487,22882.3757847182,-0.113093497835143,0.17017971447232
"89",943,129,1032.03786167424,47150,-1.91198827413214,-1221.68844594891,-1247.18845154008,-711.904462635242,13488.4700948328,6558.35895833352,-1.26642869043697,0.840751035984247
"90",749,148,1132.886861044,60669,2.70966564197834,-1574.78359207462,-958.118486355162,-158.37767763751,1407.46130889094,2557.13682298105,0.261990211824996,0.883501994878584
"91",184,824,277.868843636962,8832,-2.1202556853085,158.13135104877,-284.509083447603,-419.614038789881,10200.3513348061,10737.1559405261,-0.423831284728233,0.215966597735874
"92",339,673,898.296010308523,6441,0.675425149452729,-409.477636107966,330.607636156165,-1001.62721586672,5275.85778194247,14223.6667326176,0.746450569065325,0.263321814227898
"93",396,930,635.256568450179,30492,1.60364910148463,-783.91943921545,-711.361163792906,83.7101288948896,30248.0771340537,38506.3771954144,-0.684181581114703,0.21992561582974
"94",164,9,164,7544,0.429887953353475,-300.966449717024,318.877721161468,-1033.90288224747,3238.57409620515,-8082.44347706584,0.0669022559086207,0.0672152246299167
"95",420,834,1005.90470699391,6300,1.1138610359902,-1037.04054517149,101.232244380259,-232.28530836393,17757.3997361244,17723.5966487646,0.00890515172043532,-0.470660158131225
"96",224,438,640.696745992838,22176,0.438239842919979,-172.006495705044,-426.930598262264,-56.3929204451091,1999.52764067556,11746.7579970405,1.25740192317202,0.318541300975652
"97",156,979,559.988480579963,10452,-1.96634397263144,-411.748169632345,-42.0510168273762,191.397626600795,-861.93604873651,8020.09511541607,-1.69531634145078,-0.290905720220888
"98",685,184,913.529659339178,41100,-0.415225288796321,-674.329998380104,-1400.37501837921,-942.506723849354,-46826.992399477,5858.04384892827,-0.418133241165161,0.692028140188707
"99",414,190,456.181061816777,30222,-0.94473034649781,-41.5584424321449,-540.66575620406,26.0555121755109,6699.97062160331,-2297.42990975498,-0.381346316127314,0.145118385609769
"100",584,611,1042.63287076363,21024,-0.0957786584302281,-532.721344596362,-1086.49562073701,77.2617842806092,-46689.2714917904,-15493.7809653697,-1.26511330449592,0.220527135860118
"101",881,224,1064.08855590028,70480,-1.1342862680296,-957.28338147838,-476.158636487974,-800.258864720176,52079.8850515158,66788.7967101214,-2.24067018926912,0.344785425482181
"102",635,479,912.505874952386,31750,0.0876398137884734,-683.070937507172,-514.472839976686,-849.27246559429,-7494.66274812406,-23869.7002750822,0.624394743979415,0.803537562128445
"103",96,289,493.098292657702,9024,-0.48446903127736,-184.209289590285,13.7928406281364,192.799301180756,-942.7100912285,991.131689793441,1.56105099586017,-1.21794219685849
"104",370,376,825.339731434147,32930,0.960373480275704,-684.224735133762,-1129.55177770106,-483.937399770638,1465.63161412561,17414.9800356282,-0.537255271074239,2.48024375783527
"105",145,809,309.232213499879,7830,0.808119846457182,246.459664724138,233.562467442884,-751.887213340625,-1901.03505464323,-3760.27624869832,-0.180462493750751,0.768826876399431
"106",28,933,261.254315712264,2156,-1.07617908584775,-729.170333491213,-307.379018302179,-627.121268335881,351.211567988236,-308.787004916161,-1.93187347675212,1.72211370536851
"107",909,164,1344.99008602736,67266,1.86843150148364,-718.148168569595,-832.203469256936,260.479043901178,-19843.5450288558,-48357.0820985645,1.00959331958232,-1.68231213726512
"108",24,528,163.83436853531,1032,-0.28021729810245,295.331354230707,-753.614272553001,-118.246169106516,86.4906748671783,346.244804053095,0.493270986971372,1.87586253994315
"109",973,48,1131.24883389028,70056,-1.05973202059215,-1437.79388676167,-787.953665824288,-1382.35334036856,20104.558786729,-6189.64160848519,0.337018147078657,0.0911543000926164
"110",934,35,1604.26869094643,91532,-0.661358619631418,-301.980693812919,-6.64030628666012,-1032.55851246426,5860.71319649509,7376.42873800994,-1.22822319187889,-0.374045816256211
"111",632,441,909.302243948315,5688,-0.0936485437335475,-625.056136708041,-373.117043699269,-704.915504175076,33051.5354799777,35118.4649639742,-0.847670133056073,0.013433357364609
"112",405,399,1005.38870671065,14985,-0.810312810731215,-309.888340876738,-79.5011607719995,-321.577381465094,-17596.5145735201,-29664.3174003986,0.814569121747155,-0.749928254043881
"113",582,506,728.428820297823,11640,-0.0469775282722962,-510.358742006018,-451.291067032915,-677.430040982602,-4052.08507422718,-5338.72444694611,0.474075367447925,-0.896454350623372
"114",705,640,1150.95745059123,2115,0.917391560508063,-837.520730992262,-481.739180569983,-528.806932592255,54383.4565364438,36716.5255415531,0.166918395170567,-1.46542253683501
"115",216,724,382.633630638209,11016,2.06806723429654,-143.178056579102,261.520667439647,-417.079476523432,-15189.149778526,17014.7975976969,-0.047522400672849,-0.909221486592094
"116",868,259,1422.82772060215,6076,-0.361089494558035,-745.259304869537,-958.435936680037,-598.974215702657,-5421.1175246653,13658.6426994469,0.756351172023643,-0.705759605976655
"117",272,502,826.974404563304,15232,0.242410568509569,-497.659560976376,61.2054724179504,-165.578315856631,3774.64584331722,16196.4043935795,0.131559829431181,0.47829386173642
"118",211,127,746.185813347607,10761,1.37796070966503,-339.290067042068,-330.425402101437,-122.361503817403,12662.7199112112,24069.552070625,-0.297267123988495,-0.635103064331438
"119",382,431,566.308038866804,34762,-0.992399525901874,-712.847128576199,57.1167422268019,-222.491846458538,9467.38829077202,-3958.90570037765,1.03539685381887,-0.068014700975513
"120",925,345,1553.34102385114,24050,-0.0339358602474562,-706.706462968749,-993.514905832453,-1172.65222356056,-39905.9131533499,72587.2305882084,0.524698691883233,-2.41361264133645
"121",124,628,480.700835854773,9796,-1.09387625394705,399.452656626344,-257.544528384959,-450.368033259846,-2168.63842231514,7349.64529811177,0.0890712501442413,-0.379643501615282
"122",998,558,1605.70628831541,89820,-2.01949525990653,-1194.08618459034,-796.027576801488,-1898.73950356741,-42566.3502062251,8024.25496400296,-0.130851514902658,-0.382593349125793
"123",695,763,747.351294764518,31970,-0.667012282097503,-611.249351722023,-450.770083872998,-1017.94443047821,-4331.31164744608,53767.3828106909,-0.199097681926652,-0.99111178484241
"124",495,229,575.659250913393,47520,-0.901016622144792,-597.355974705189,-494.243208688011,-1182.75554640346,-17394.6241040537,48435.3713160344,0.30442266207891,0.148292340075457
"125",294,931,328.101478604032,26166,2.73167005590557,-1132.14753490051,-563.211339865335,-792.737601084699,803.603873665484,34344.1109793362,0.951686453032078,0.588621405648446
"126",222,686,729.851673895994,21090,0.518588861152367,-204.048693122992,-604.939007845954,215.657707981536,7626.71190010047,18966.8981266402,-0.426640881589263,-0.0735275979605957
"127",228,219,331.157566950134,456,0.570986187161704,-201.22732073406,-958.664825223907,1058.33087216542,-10336.2182457085,4135.93501114862,0.383895896190192,0.932041484310118
"128",777,544,1063.18393506581,13209,2.54960449146489,-433.3414126195,-949.40068964107,-379.89185215991,-15316.960711693,68913.149103216,-0.000724960584859925,0.648187979427814
"129",510,459,541.172053628592,3570,0.485740810363684,-454.686871940432,-4.27999117078838,87.7059156943033,-27339.3616487696,16357.72214304,0.447000937261248,0.532559826942342
"130",978,352,1218.99283845122,19560,0.21227528430963,-890.363665383122,-1427.40741379552,-495.886782738113,52347.1035718698,86241.0596911292,-0.152466927422249,2.2579248471094
"131",627,782,1135.83477671,9405,-0.495006898924496,-339.1155997632,-173.751270087127,-783.314445379667,26559.3223045547,46666.2923661927,1.36256907818141,-0.82216454442784
"132",60,781,137.79254668222,3240,0.327981468688444,-56.481040896845,169.951602458013,214.795309835719,-3200.91053898658,4894.05047697692,1.79699967416216,2.06331421943001
"133",291,994,739.192538106548,582,-0.414212336268355,66.3505974419999,-546.461623074656,73.6064167211018,-16537.3887133164,-4808.31032644406,0.673879823982148,0.791442241097411
"134",651,868,800.005721770797,1302,1.36844479096376,-947.8658367662,-446.143543992992,108.516239642637,6179.52339815869,-5446.22546263927,-0.288803015499478,-0.324340030813982
"135",113,687,391.915881304028,9492,0.160589209948338,-40.5419340109512,195.187849372644,276.727888740497,1135.426235294,5308.42394525982,-0.549314033128103,-0.104046373939853
"136",661,120,1031.14396887155,44948,0.619546002617355,-615.967533360131,-139.965010860725,-655.283853814284,-3428.57795891976,9637.79181421092,0.0907455353956161,-0.472813960463039
"137",653,699,918.744662300334,50934,0.13048143890846,-448.136297640787,-1001.49534696507,-864.953658247743,-65209.9571089985,53812.1374763693,-2.77866115658916,-2.03407842586901
"138",41,3,211.824315068398,1312,0.55428049457243,47.9870984031613,998.733793704766,-41.5889825431586,-1171.0062697092,2401.80407040269,-2.2988615943196,0.251645516918822
"139",571,421,1116.87547203042,3426,1.28016504375955,-400.383372750285,-967.268757171126,-874.322877036459,12018.696082886,18432.3550285425,-0.406442834741429,1.36372205176324
"140",769,85,1014.86836587171,36143,0.0305074972583948,-1013.60561183871,-1722.20285190596,-213.105954524473,19666.1253389691,76173.8370778225,-0.31973785310721,0.376843788156626
"141",560,987,648.591114972209,25760,-0.0362159179934361,-955.647158040894,-663.00370584877,-308.956863759685,-9372.5386072524,47378.3612298478,-0.0238811013144942,0.492612199538168
"142",92,972,313.567640275403,8280,1.58207510238102,-20.5082586687197,-119.43941220043,-672.942279870111,1685.31211006571,7826.3465923769,0.90770387332971,-0.960700131863866
"143",364,904,947.818232896037,30212,0.845893802404162,193.950836300694,-324.18397920302,-1150.29891273041,-8988.28788218108,25931.0643490064,1.82161832429104,0.49571898828705
"144",543,896,1109.73983879405,26064,-0.509403784143415,12.4331216693815,166.890485235589,62.531040678287,-15394.3897969063,35608.485647105,1.68946558198191,-0.90580525431646
"145",912,197,1252.78199950372,912,0.525982691290138,-361.940094953922,-1358.39603054863,-1160.34978034096,-19204.7061912248,59258.7086779573,0.505661231690023,1.28276107155202
"146",163,451,168.093750200807,13855,1.19072354568225,-292.09876517838,-1961.90479845245,-189.646370122059,1840.31847306308,15844.19597764,-0.710530088473613,0.740684023499394
"147",87,862,444.272649492367,7830,-0.339179283202851,88.6236331726707,94.4936885222621,-611.319489720799,-1457.17877608304,11530.2157742742,0.23271576421886,-0.0648280840181366
"148",827,334,1102.42999249597,52101,0.0726120371094837,-1166.5414789921,-206.41215197545,-105.719366107738,44963.2501993662,-5979.40791819325,-0.663872377611644,-1.45120316581976
"149",365,946,512.497433839562,19345,0.834321190935636,-876.23851945059,-1344.97890526775,-816.022279223759,-5278.0965427564,50673.8482104463,1.46011423538792,-0.541135020320428
"150",948,922,1359.2612701353,78684,0.0085901967177015,-1487.1422880669,-1483.504115726,-382.405401560289,-170.821156305864,35663.1052214175,1.90365230859628,-0.836294279814267
"151",209,685,513.513052361994,209,1.54658526202568,-253.450114343879,-129.48427488935,563.073829568262,8394.22120264348,24074.604201257,0.008739138544588,0.253416843789804
"152",999,670,1489.37958928405,17982,-1.05868331833078,-878.490048726875,-1072.08698450704,-531.173099138704,-8838.22832307784,114853.287572467,-1.2431179960633,-0.535214002204873
"153",230,909,338.761586178464,11040,-0.671806437174403,-522.98477117588,-329.402152171127,397.663078564434,-1176.05698646441,27777.5498345036,-0.0632618836717761,-0.0219202224705409
"154",553,18,919.290764088295,30968,-0.82047262905565,-526.239044269623,-353.473928582344,-483.0338623407,6564.05752375317,26701.4740449626,0.512303425957223,-1.81372655604729
"155",857,615,884.013751674391,29138,-0.258483841338821,-1034.51464539168,-705.072905659718,-725.534641622076,21207.1229169589,18342.1392772094,-0.68021907693516,-0.6094584981062
"156",25,368,240.664680266169,1875,-1.65659642558469,-65.4897404790816,827.827356929237,1207.5499920093,1407.35952683558,1410.23777564043,1.75496279224456,-0.496816667855079
"157",299,308,840.542139472115,17940,1.68469157847408,-563.651241676461,-147.580348844121,617.118041900288,-25086.1968214768,-1641.33180058249,-0.752955492492116,-0.270016886941234
"158",989,591,1582.11571251955,60329,2.63410584675001,-711.46291466649,522.761926048284,-952.804255544727,-27313.5828827218,2366.75440129718,-0.717079329459191,0.441237003949681
"159",668,84,1292.41166465952,46092,0.267986518452074,-920.961538325105,-946.683147234939,-805.045767699975,62198.0521548185,47089.5947179521,-0.434022625079282,0.73291594755506
"160",693,362,882.689869976507,38808,1.19502292803938,-983.519500638883,-323.527747943285,-212.104618563025,18359.4037095831,-3162.76801491835,1.17073875031691,-0.959523769091007
"161",89,19,524.397727864017,1246,-0.911622595471425,-164.775682615417,-847.081160144828,-28.2715414499247,-2782.80844458048,3950.95617596822,1.75516015903124,-1.53489343694288
"162",586,523,891.919349899697,8790,0.152889340856161,-706.00145142729,-631.548070865987,-350.971332726562,-45667.6574896044,-29361.2640482568,-0.751640989493884,-0.69153041896481
"163",600,252,1111.75437241729,55800,0.543109461107399,-274.432719853536,-729.494586481016,-1003.42754666553,36190.7806175272,-6068.48264729259,-1.69400401283786,-0.54165778933912
"164",825,524,1214.49223640741,26400,-0.337270237108234,-300.262463041104,-1099.67937883881,-1698.77111888625,-19545.7190426815,31444.2666564101,0.452657368537373,0.704194971459666
"165",120,161,541.29927336482,3720,-0.287719326256299,-280.479237213092,-199.039157759065,418.566005744913,-7132.57207520794,5048.36743324879,-0.781770849638719,-0.975933948293765
"166",425,336,594.458496729884,11050,-0.69347364624611,-295.8871150286,-738.503648333429,-652.253048200415,10950.1491754299,1574.15470730729,-1.13274282262616,-0.496541438564174
