"V1","V2","V3","V4","V5"
"72",463,4625.94824076604,-9.65337759570182,77.9097137392758,13228.9376182652
"73",85,-216.101209848554,1.54986384364422,-75.5818752496478,3484.67458116762
"74",621,41226.3789271569,25.9880697243356,106.686577722891,11852.3149487302
"75",247,17587.7444491986,64.6686690242775,88.2181339395435,-3258.39416586513
"76",788,14805.4460404245,-23.5518007640398,105.270619014458,18387.6111871106
"77",707,1773.45825781431,1.96608899216132,128.001865095708,19021.4516761351
"78",450,21997.44746785,59.3092984300278,29.5228309493567,12931.990401459
"79",864,-45341.6527099088,51.647100608668,83.6030549279205,24736.8972479207
"80",821,-15427.4922485237,68.0593118704924,138.492626327064,27540.9830839085
"81",55,-1268.88840191473,-8.13027099289909,156.297027452978,6940.30666856941
"82",250,3845.26162931624,26.4295256343368,28.3991640185077,-199.745314690762
"83",189,1709.75543834293,23.0068327702532,84.1353712867057,-138.374068963023
"84",127,-1179.43521062212,67.8566610195544,53.156171015425,-3571.34054708163
"85",826,2288.7511959344,-32.8480564564996,74.9580386689375,30367.0926773057
"86",175,2317.49967013632,86.2241723558791,83.8500594399073,-1086.09166698645
"87",783,14509.3713660685,28.4732972333458,197.431248523026,20615.0963799304
"88",90,2302.40933911578,21.9887252170934,51.6285987419014,5177.30641355271
"89",457,14008.0100610216,72.9906536608613,93.6364401125748,14142.6083020714
"90",994,-18269.2055334469,-14.1485175360123,97.7859665218026,36464.2871177558
"91",235,6087.87213649737,36.4296987359324,63.9032392618043,5061.11318430883
"92",329,-24323.4008539132,64.5135469509321,105.193147019597,4175.3962069584
"93",242,9182.04432394986,-10.6555918489074,116.623083415576,-635.852471203034
"94",75,1305.3230292974,49.991864163941,144.711886625854,7373.96402911548
"95",619,22374.076435051,-10.656049194236,141.546107003603,20420.6239171888
"96",274,3020.39332846429,-36.3350432876339,94.9553922389552,-1029.837570418
"97",91,1901.10370432293,-16.0316571035589,81.0678495961288,5182.97342736899
"98",627,-3528.86298943521,84.963522983736,140.010672218531,21748.155501756
"99",283,15639.2264026017,0.767020211566997,85.0766620189374,8332.1947850657
"100",960,29324.3042348523,28.3790512461846,96.3195789509413,38728.1681776784
"101",502,3471.94273397511,-27.1281296257893,39.6712628228202,7098.80236108591
"102",357,12776.0075223912,4.18967356685699,85.2891036394384,7405.56563350116
"103",839,1484.13040853621,38.5992197331955,80.7375793156497,23022.226809813
"104",321,6032.06429841795,-24.2880674502945,93.4740363946064,4391.36573422721
"105",155,944.282306719253,-44.5828371644998,107.019142514986,-3655.39599433756
"106",20,319.887120636329,28.2534467810623,57.0186728367823,3333.45159976875
"107",722,741.144323513079,-5.62916805815247,112.079490313202,10955.2912141099
"108",742,16538.6311007383,-14.0054192295589,96.2629694375614,18112.6830697159
"109",655,-7265.51267760561,25.7006972545689,90.2345428503869,12335.7895847061
"110",1000,45811.0652722622,0.514736618259652,82.7708202180309,32984.2181160486
"111",710,10640.957560229,-3.57714394017217,90.674385739614,25994.4365797564
"112",774,-5921.50208306777,44.7770095689398,173.879285389517,21139.2757751719
"113",526,582.439824034603,45.8260503196147,139.392427733641,10847.1696145359
"114",32,986.063439365889,9.50572766405647,79.9458964972644,8066.51563557454
"115",840,-43290.1165719297,15.0608783675125,96.1506782291708,25261.8331750436
"116",815,35883.7479205826,6.27170224868422,40.7443843060521,22745.031181435
"117",757,40784.6423361864,19.8552983759061,88.8019101231379,27827.47479195
"118",12,135.261903723241,-0.823596021453302,67.783552521749,-9542.21498379367
"119",676,-14403.9920411876,-6.98144836262385,176.213451409582,21596.7023846584
"120",62,3537.34279676743,32.1319113343218,56.258314914489,864.111891776607
"121",434,3498.94369877678,48.8364611642168,98.4081264651506,16180.7750634749
"122",356,4744.18427008394,-21.2451189165829,79.6451622238454,8532.38733997896
"123",869,-1280.98155130216,20.7141076095081,107.331528740067,17696.6359133624
"124",414,5505.30689037333,8.96232967230143,17.5855357827311,14040.7860905639
"125",640,14531.467823549,-47.5380902284075,40.1981321779284,9339.28856811012
"126",706,7193.51857476564,96.8298356995507,115.676073586921,12784.6606366372
"127",225,-386.541898991754,-0.0661065133836516,68.1440794637057,7475.11062443728
"128",942,22196.9986366518,-15.6795824911017,72.7891283498905,33417.8596977268
"129",509,23665.9313690602,17.6981939013347,157.096430290148,12092.9740817672
"130",179,1469.04738599918,56.5891386458823,113.178490337077,-1169.25123933205
"131",515,11195.2074833805,-20.0717192512538,170.226063988927,16608.2732771768
"132",121,2689.4963187479,12.7519424081137,80.4850145279465,-5036.33610151707
"133",832,17776.0606971447,2.26294065474036,154.673209280045,22038.7034782771
"134",409,24894.5147861061,62.7134658430668,76.0577849516721,5386.78228437771
"135",113,-25.7901420332482,24.9339169141699,104.434342055061,9538.60002789409
"136",420,1492.31691524161,-17.9264104309502,63.2031178772025,6582.62982988495
"137",23,431.94595071015,19.7803210736538,80.1924402144295,3423.96653154034
"138",968,8120.2139306445,9.05902396637238,111.069612750628,22739.6025028743
"139",642,31621.3616239791,17.9062181687398,160.230679361535,15711.8624782554
"140",949,8468.25569567299,2.39589217790279,152.007200348304,34790.0413381085
"141",66,-513.444181410801,-7.77747538539038,65.3268344994897,-2026.94814201416
"142",611,16275.423455968,7.12487781770921,141.242169185451,7175.18815144783
"143",658,-9036.40849450821,8.14143585739375,40.141507100498,16482.5819393636
"144",263,6000.64611552149,31.2940842139586,132.015393227363,11368.6847704542
"145",903,38355.5826631616,-7.35777753135592,103.677521468445,33031.5183984803
"146",714,28317.1306092554,-10.8253967397395,153.294949310637,15876.8318899735
"147",513,176.833966063417,13.2351976920939,112.817166640874,19073.4888713323
"148",931,-26768.0429476998,-9.81920850353856,93.2707586716503,28965.8791938666
"149",218,13298.846900568,13.9314558896596,151.33581270684,6397.35761423138
"150",498,11325.8521072395,-13.5335325366219,20.2740914844057,6433.97887202421
"151",395,1345.17741060926,16.9655986398389,125.074727969737,12606.5420714265
"152",497,-19539.8026876099,-8.87312089180597,103.800059449577,12808.3919951348
"153",522,2781.36951718389,17.7277356813463,110.225965732643,9571.48063229655
"154",273,-396.392117369342,35.2354726651827,88.7845497609483,8531.88793463582
"155",573,17682.559738941,33.5674905183071,48.6506058021735,15499.598828106
"156",38,-750.404226883088,97.6331585757608,85.0103826468147,3642.55836979385
"157",837,-2555.19040862493,18.1240931581423,55.6667355398895,27714.3596250346
"158",114,3214.75649229417,7.88736791569421,69.3376247848177,5282.57164327268
"159",724,70041.8770093772,21.6799989685838,110.816740100216,20950.7266618515
"160",456,-9048.37129245341,22.6883747716264,111.733860141151,7579.11727498143
"161",149,-719.966764558938,-6.31047000364858,17.389429642183,-1454.3010239348
"162",929,43220.0154066368,27.7027401956716,135.579006753175,23810.8530450334
"163",871,12246.6103484464,46.8063725143883,148.070330389905,24997.7429506757
"164",517,13298.5267087056,-19.0613774390983,128.52306806975,2981.27145033397
"165",367,2684.47880471485,-10.338827277112,69.1613795605949,5410.61940455726
"166",618,12658.5109009229,-6.93679810948147,103.122993715146,16495.9300230265
"167",918,18457.0331547986,27.8684323253259,149.094640863279,25988.6238229493
"168",852,13110.4610948727,-0.752951620123582,104.604311050664,20373.9187011374
"169",322,7741.83814834398,-30.4106590051495,115.080553881053,2847.83898248988
"170",83,1847.16233870618,-41.1931475740375,117.367720954199,-204.013863429927
"171",182,8892.779282131,55.3685113327421,127.716478080097,4284.49225587011
"172",819,-7592.50698491763,24.5893756417591,101.037434920608,23314.8096173245
"173",348,-8046.03147830529,41.4704267086557,129.771356508945,9257.34652796534
"174",529,-1250.28746430579,19.1648536217349,35.911355159186,11650.6044045245
"175",119,2360.91116494819,-10.9442055002127,119.425592653456,274.221047373964
"176",759,4007.28338414443,12.6600706957217,138.72823329823,23150.1437040947
"177",180,3313.51576843666,40.7112126313933,160.212907044646,2200.96061655799
"178",703,36265.2989256356,4.25095037403902,149.668714305453,9840.26067404098
"179",749,53176.2398739215,21.8346331574558,24.4469778183868,13710.2599964609
"180",825,26367.2378069622,30.3236614646477,44.5396030912377,19877.652792703
"181",645,16663.9656288177,73.9055815061819,84.3226492975776,19356.3756333194
"182",98,6387.74453905359,85.7161766532937,79.7195847834739,3876.07233909237
"183",363,10584.6365704138,37.6561637854193,160.904929206009,8539.84655102566
"184",890,-10829.5894283269,-42.1517968518723,88.1993674612277,17386.6109481129
"185",571,-6400.85834852934,-1.12098150737042,149.985888555005,10471.5098181205
"186",569,31541.6579893032,2.4343369574159,65.4814198611131,33217.0549662772
"187",744,16467.8519539182,-30.3329811015911,65.0427615797888,17375.12556557
"188",704,6387.43094636964,-63.0844015846046,95.5670230287565,24364.9331072304
"189",210,-10231.6301786967,-22.4512668176373,131.485421027836,7456.58993120741
"190",690,31469.9017851904,-30.2016692387538,160.18780857841,17225.670502174
"191",146,1555.29734460446,-39.4630428348169,72.6433154974624,-4330.42198513647
"192",362,-4092.33384960838,21.660669343406,151.839453456387,7796.76811915223
"193",276,16334.5121342803,22.7170092426891,112.167069336613,5944.2316103282
"194",790,-3984.18050758748,-10.9038893532344,199.025873731936,33599.2644860499
"195",747,29754.2077195651,-36.5083588710367,78.4488964835654,32438.8444813644
"196",347,3315.45922274714,29.6572766664165,113.0450307347,9779.04768253421
"197",77,4626.68879735942,17.9145465849817,102.993866328863,-967.937181310659
"198",525,-5655.32529208001,-1.90910702162448,7.1107229182914,10413.3584454352
"199",295,8102.05188926871,22.3664971283514,141.534994797007,14315.6627607504
"200",93,1265.46188705922,-2.89752337904635,82.8329174824731,4377.36225552568
"201",977,9566.6451685358,-31.6008814942924,74.6121694101869,32644.345510934
"202",857,16267.6130521308,26.3385306077342,78.5378077061717,31771.1856180487
"203",191,5219.1475945427,39.7670785897726,134.093651431053,5074.12844492516
"204",566,27349.4474108475,-26.4972152170815,118.794107613793,18610.0992599463
"205",741,15370.0492159791,2.39116558434974,109.041379530156,18065.2518027671
"206",100,-1487.97086850054,-34.2282051510345,226.490480185346,1952.21873385248
"207",874,-22702.5935834012,24.0627527223732,52.1410442396217,21677.7485106168
"208",403,8714.23393012426,-33.4605373109007,63.1698491874835,16554.5228357058
"209",921,11020.232288288,26.7235847316032,47.2453424413028,19710.6254217103
"210",142,631.492076308877,23.2205829723144,133.533026373852,803.20693782612
"211",50,3139.81180524135,28.3103528995404,90.0786371784958,-2454.86452491938
"212",405,9162.67738455962,27.6513658399144,91.4331234096241,5465.07447050042
"213",932,-4328.19201625977,77.4669887975486,153.236730009651,29526.4264846021
"214",376,11072.6637538864,24.3752439916561,122.431288671581,11022.1002000069
"215",805,30928.4883408733,-5.14862407169391,129.379975497982,19976.3060887453
"216",421,7488.37422092893,21.784658806277,124.873545531051,3663.60132936037
"217",734,10127.3277899204,56.0708140386102,104.115339234942,20144.4896458017
"218",685,-22867.7552531637,-19.3940436450167,104.901331628113,14158.8220084113
"219",687,18774.1975217288,18.8669115655725,139.317140653196,22054.3233037793
"220",65,1951.35017110716,40.6540773832002,28.001212315749,1254.16737505601
"221",693,5218.61391036007,23.7699730797699,31.339398278677,12239.2010821381
"222",750,54226.0193548236,37.7900121817592,82.2010544847939,21474.4132857735
"223",599,-7814.10262321953,-4.66802811981345,117.929777706984,9770.14624412761
"224",684,6316.23857405757,14.0668053797446,133.265016241294,19213.8230635297
"225",720,-12637.1247030982,53.0060810594002,152.012922767247,15813.9647502677
"226",354,-2028.09335332621,5.74230085123079,64.5651770214659,-583.303201214519
"227",366,18423.0514923841,4.96827714362855,114.385348711684,7216.2800029066
"228",489,14041.9491025025,-54.213770015659,146.875058739338,7576.18873415944
"229",550,-3340.73120708529,16.2539021439123,95.5943662135118,6880.61202906539
"230",157,4706.40827147862,-1.20153721230236,136.416681256596,-687.654035772913
"231",727,-14760.3851599686,22.3375473810287,100.913495994886,15997.8416221399
"232",667,-5926.51670570841,9.8036441568017,131.423019279193,20979.0694326982
"233",980,-19179.608201945,45.7950426816166,86.1711570415749,42805.9959805305
"234",885,1703.05356178263,-4.31429126601955,42.0801146953394,22015.2974652283
"235",221,8743.80750560062,-18.8081496640891,105.345580238565,5168.07886057267
"236",484,-42039.0368823923,28.6583473229607,91.5010163708043,9529.96248231409
"237",801,12995.6603053887,46.6037096697873,92.9885378271248,20858.6830315539
"238",204,-5988.07683154764,7.22403485284994,78.6564499421903,-2583.40599188208
"239",721,51413.4903253864,55.3367099158761,85.7596523748933,23066.9294575878
"240",332,-19654.4582428801,-0.491967186844963,115.011370017144,6832.52925105046
"241",637,-2283.72300962205,50.0713391680926,62.4706332042226,13287.1322615682
"242",732,54310.6572837739,-18.3483867193359,142.836617688745,21815.8466060567
"243",99,-2650.62113359466,23.1975550010492,129.913839423535,-9390.6297113719
"244",880,15555.1046033597,-60.3063642484779,114.671386609944,23319.0582104956
"245",806,5167.7731656576,-17.625131647628,70.1729162314313,18490.1812552638
"246",587,29509.6507908772,-5.33510744067657,115.910724962573,19145.1371102959
"247",253,-99.3340844063115,46.6499041217607,125.061527552905,8874.86633864857
"248",154,4634.02875522964,10.9051204125972,193.776852188843,4565.74564724539
"249",320,11422.1325705976,-6.72341449918241,156.300444092772,6719.95169452159
"250",304,825.104125580013,59.6440160952867,30.7772789016378,3310.29309904869
"251",271,-8014.67057212601,327.470306891128,332.503093821915,8774.8462216723
"252",659,2495.05566882639,382.813225517123,328.260995343922,15763.2991215954
"253",882,-1916.68348984335,300.709355194599,141.191905015977,33847.1574230674
"254",985,40247.0134113016,334.874766510599,312.866181664991,32967.8109399173
"255",717,2028.4857155493,342.093402339897,223.411807549475,9562.41321246917
"256",116,-344.486275156641,210.564491832079,334.727423583586,2125.10029811128
"257",786,3155.05250224138,334.442413438364,221.720522214734,29128.1721305154
"258",854,2002.07456274863,234.734978222197,445.808466520611,24700.8861263671
"259",54,2269.01927616694,254.223841994829,315.621199418754,-6280.47887486344
"260",56,2234.5846739388,353.065919210169,374.310562336635,-309.589094793871
"261",262,3281.40622628537,412.884479443749,331.51015223171,5793.09576174449
"262",553,4977.24039405147,366.016641414365,325.625415968636,11255.4559938418
"263",542,22125.3432078796,337.770045202502,348.648777879916,18022.313563022
"264",68,-1652.75684744221,364.076361588061,336.922710359617,24.2795510321665
"265",486,19832.2629955351,303.648365379863,338.028132833207,7023.22553290386
"266",371,2719.45273552002,317.794627550699,237.245420158973,17452.1771658971
"267",862,-3021.38016276033,307.464472503827,350.838414733296,28214.0489720295
"268",44,3190.47346760102,360.893220879254,409.880886268822,-2756.84442284738
"269",287,-92.9544726061124,569.007796801254,383.744453403785,4988.51067378565
"270",392,-2404.66617533664,320.460267934948,386.623039442443,11179.7593775299
"271",177,7739.40034466565,401.372309971157,272.479035094327,1622.56890536657
"272",654,26758.7639018079,358.73127684171,247.542247601155,19856.344828932
"273",86,4069.50585245178,299.789080759579,337.863251013703,7204.73496056626
"274",612,-4432.28515858344,248.842261668826,342.792436158065,11955.2888029805
"275",92,2655.48114280153,389.967246771541,176.608897980289,2855.00186759
"276",979,23796.2290881386,292.685388492064,332.206039386384,38421.8139876351
"277",413,8823.29439515764,408.357085656612,343.571958148658,11048.4521884042
"278",94,2682.89361966476,322.278989164913,265.533687175034,4228.52682735296
"279",859,-3928.30143263497,229.192199816423,399.184007953318,21142.6609964196
"280",14,-188.229148436819,257.146244447116,398.250740816632,3146.10790020989
"281",15,72.880865896282,447.741972297056,318.902294379731,-5363.35690900484
"282",506,13031.6428885508,184.652264338632,337.870029159392,6321.48696935065
"283",305,-7233.37466141904,329.011358613868,324.119161977278,10586.2543463916
"284",228,-533.545530232598,200.718900790912,198.496238314846,6978.35590865637
"285",623,22261.6854266124,332.459351472954,374.98878581612,18194.1653543451
"286",546,-21860.993511908,470.121504222494,232.208558029242,6639.35287879275
"287",267,6402.70896952145,234.132997305144,268.220958588194,3309.22792458071
"288",265,-9388.3771998311,256.986996674274,314.358496122986,2308.23424424564
"289",528,22594.1466624268,437.635924061743,240.624830103179,14280.9893928877
"290",733,-41286.8437255063,308.046661933633,227.990466251857,19798.1201993622
"291",79,-471.229290464858,345.336733915115,295.114717470824,-1629.80502195015
"292",494,29651.1991833698,257.291582462229,211.501232390352,12487.4662546053
"293",197,5534.41361826467,51.8597317299783,293.885079182217,2842.38384413104
"294",465,6865.40645894416,176.40988678559,420.097819269312,20105.4600187021
"295",638,38216.5001691295,331.724967994398,384.361718877959,15357.3092552532
"296",444,-6458.72672655011,318.46184767391,323.523429687881,15254.0601258861
"297",585,40120.993023154,298.442356918659,237.589896412742,15517.5939689758
"298",95,5320.97513083978,335.397994149748,283.005622326183,200.224060808471
"299",368,-9474.58442558473,536.18717234801,202.662304529857,8111.5679957576
"300",668,32778.6476893364,268.447479207472,240.946963422662,18259.8192914324
"301",245,3574.54867968898,347.15365740665,305.650101025931,5153.94500738977
"302",549,-4812.3188547539,367.391082062082,346.227891565121,9906.93760940304
"303",111,-2322.7574385274,112.337741548993,252.253688147852,-2747.03552443009
"304",462,25054.7255247508,360.595014088129,241.582517490362,14993.8488350473
"305",754,23723.2526622909,383.539156252262,252.174310107421,19565.4106565283
"306",828,718.12022608176,332.503697468713,327.543786816613,22263.5355167383
"307",226,-1167.78607657266,305.166217917973,262.145952286101,1001.8115936958
"308",768,57780.0301100929,447.341173111104,277.47564728147,15957.5208181178
"309",343,-6710.71680347619,195.565965752611,237.885425578319,10149.3328911741
"310",798,-12229.9926822302,274.501117247853,282.309778674899,19648.4871248262
"311",581,6384.09122965884,346.496335618934,255.18419814347,13614.5645668949
"312",258,246.66499490826,366.387149248007,344.685633078818,130.697675735727
"313",589,3625.11698113551,452.758185859121,347.505309714684,8676.9772985359
"314",993,-17299.0233419419,240.64344300924,285.993268160239,32806.35466204
"315",431,-5691.48196261035,291.159343549662,275.814212901732,5116.35054716242
"316",539,11552.0424154392,345.0614084839,374.369281883537,8483.33477566956
"317",552,21560.2192915899,341.918993612048,313.237947251142,10295.4010865771
"318",577,8278.75553339285,398.392763064363,327.079035236549,7842.11635899491
"319",437,-5208.15879514283,171.314024975765,292.783795540994,5006.79032582892
"320",781,3162.29460603353,489.19279635969,190.373266681479,6957.28552254705
"321",530,-8387.27295037554,211.695124539527,239.273564896208,14270.8196815447
"322",36,1550.98776679267,179.597095247696,328.546442332676,-1109.4269987124
"323",125,-2267.58378103455,368.800171977761,307.37275963228,7273.10795365532
"324",296,-2575.29348750683,361.003149683543,346.462337869248,6230.33292647735
"325",647,20746.2634669627,188.114110687406,303.398552055756,18057.9487567767
"326",359,5965.75389367571,349.823984180638,419.453758648411,7950.39122546503
"327",756,-10978.1924767308,438.945889300744,372.774551944281,21683.194690188
"328",665,39893.1813173965,163.285540086592,365.354408946992,23569.4210541117
"329",385,-13144.7706909198,356.186160536368,382.030488864479,17514.3669824263
"330",89,-1475.28018102879,282.599181661634,267.225598384004,8316.16762081809
"331",520,1522.61605284538,318.08065529474,187.338362228266,-676.549200188978
"332",700,3578.30502761563,400.080437118177,310.638733959631,30678.4433153711
"333",452,13283.4864353857,251.2327748822,333.636421138614,12423.8076123728
"334",102,1574.23231083404,320.518842834945,413.102297859413,-435.143305637153
"335",482,478.161062866,155.388575358592,306.25564828944,8261.43037588943
"336",192,-8135.85607503761,463.561630975158,310.360157688056,4599.58116098983
"337",725,14689.5286325073,221.377285991501,366.959216916921,27890.4286670933
"338",211,491.907768486286,299.634754334915,128.686644814933,9189.92075272939
"339",377,1573.80928057811,347.048637343047,369.334401987146,5249.92320460291
"340",259,10532.4597075655,312.034579307283,274.74499569916,9043.33326068047
"341",419,21780.9206221842,387.519852801575,286.7534756644,17069.1595429831
"342",765,7006.03655402104,376.484538089085,214.380208440782,26131.6128577776
"343",48,-2533.80826645274,279.317542207969,381.628218819373,5061.9453179601
"344",63,-3702.94161256812,249.289968181779,323.711983466942,-254.998375105034
"345",746,18741.3610709659,412.251537669124,227.103183056791,18819.7086868697
"346",208,-550.678369394836,299.212514977881,340.450767955972,-4578.62864298286
"347",538,19423.3803192156,246.400619177769,271.445244708321,9328.22592604095
"348",683,2833.60004403236,308.121813940831,348.411979573048,23158.2845641593
"349",984,8144.52304612748,215.688353600777,281.071023731777,28511.0231176436
"350",973,11552.7899231082,191.177017837805,338.442757942161,23521.1709878607
"351",909,-25867.0158864411,220.602427211651,325.415422874705,24959.2691401987
"352",661,8888.88559405551,345.619623076304,364.428703933078,28426.0087681451
"353",755,-1272.36508762416,243.736968562608,311.91687936597,21891.5567093896
"354",519,8422.70980065572,312.832462889551,277.833258678036,24716.8621899833
"355",586,-4469.29316589885,225.773285788882,279.356303982197,15019.0433113351
"356",471,-6909.96418865682,303.007770215585,389.088032972635,8876.15778564135
"357",728,40961.0334343729,325.087826135825,303.520920624184,20287.1521531416
"358",809,34021.5970185086,426.420888564222,327.460698168009,22218.7682268192
"359",699,24961.7023917557,369.68694028485,216.016007881448,24498.0332388078
"360",301,-12447.8770308882,227.348339873429,286.797604889786,9296.5685820201
"361",512,-1481.81368049586,286.867693705184,355.031364077749,6769.10842083314
"362",793,8202.93692558946,226.464219103901,393.083204825316,24539.6996261971
"363",10,417.235566123475,348.256793442803,177.565273648928,-4085.20388844739
"364",996,-51622.9533789974,438.953477251055,217.037917687128,29218.4904920017
"365",215,13378.4806032502,469.316089036846,221.652407493409,5777.49402884762
"366",507,21543.335947195,249.23963334605,240.232638484203,13383.7737818795
"367",141,5575.05900099899,343.733038758476,243.411501360582,1664.71290415652
"368",708,46412.6196645309,339.301549791314,326.571676924025,23577.2697277517
"369",331,4861.71881581155,392.202573400479,180.559913641799,2463.75228464044
"370",948,21210.5086900087,522.759538568693,322.099110386411,34070.9425764803
"371",894,126.042258804145,409.708107653112,330.253271274304,23880.1994401979
"372",469,-19063.7303352965,224.823169894417,312.391139437263,3980.78911229851
"373",241,4337.81666718257,333.048557322354,326.731219140121,3348.0646626489
"374",16,-81.1511254825974,385.187211946293,351.651550642103,1759.67506177704
"375",521,9969.11150170511,280.76457184812,227.565060289571,12866.4993191466
"376",688,26425.3260666317,402.004885885576,236.554911203981,24175.5551950114
"377",190,516.446092238855,281.673520607864,290.899043864074,611.728574255404
"378",795,39624.5764205337,290.691574477194,236.412319646273,20219.5224323867
"379",184,-240.53290608228,159.632630827787,281.708301043375,11277.24140495
"380",897,23195.4652111542,250.308791478532,355.960064136705,31175.3700066102
"381",635,-408.566239209523,375.930182005835,350.059671067657,16961.1986443934
"382",67,869.062145659975,288.240278619902,56.8943901682876,4670.90755119969
"383",27,216.525199947467,232.501405730107,274.37255529315,-4351.2775138864
"384",545,-1254.38806558853,133.458872473329,162.339528269616,14077.1789610825
